id,name,district,lat,lng,HEX(geom),created_at,updated_at
1,Kampus Unand Limau Manis,Kota Padang,-0.91471072,100.45892816,0xe61000000103000000010000002f000000613a3a10be1c5940518910658783edbf613a3a78ec1c5940230e23e80f74edbf623a3a78191d5940f37aa8202e5eedbf613a5aec0c1d59408142c9864161edbf613a7a82fc1c59409d6deb0e4a60edbf613aba9efa1c5940d0476889b351edbf613a3aa00f1d59408d3230954b50edbf613a3aa4291d5940412076860d52edbf613a3a083e1d5940f4d95a917141edbf603a3aa8431d5940f00dc4fac934edbf623a3aac5d1d59409f76f0809e24edbf613a3a406f1d59404794390f6513edbf603a3afca31d59408b0e51919303edbf613a3ad8c71d5940146e7f23ef10edbf613a3ab0d11d5940dd456ccf201bedbf613a3a88db1d59400a5d4e952822edbf613a3a70f31d5940a4d9ec3db42cedbf613a3ab8051e594078dc1ac61d3bedbf613a3a50041e594058bde1794144edbf613a3a10f91d59409a9ca3567948edbf613a3ae4e81d59409464f1473b4aedbf613a3a10cc1d5940db18745f6b47edbf603a3af8b61d59403c031042ef4aedbf613a3a58b11d59406a069fefc654edbf613a3ae0a11d5940871e9ab4ce5bedbf603a3a38951d594062eea5b1285cedbf623a3a7c8d1d5940bf45ca173c5fedbf603a3a0c851d5940ff32ac6a9864edbf623a3aa5731d5940ee3b29442a69edbf623aba5c691d59401a2602bc216aedbf613a7abc671d594098a0df4f5c6fedbf603a3a4c631d5940f4673b3ede69edbf613a3af0551d5940d5d430e2c374edbf613a3a04511d5940a740f8766b81edbf603a3ac8321d5940224e1f59ef84edbf603a3ae8211d594036c8717be480edbf613a3af0281d594040f744d9d175edbf603a3a9c221d5940230e23e80f74edbf613a3a10181d5940bf99f0fc9971edbf623a3a000a1d5940ce225635ec6aedbf613a3a48ef1c5940549d37df1d75edbf623a3a14d81c594066e4d38e9b7eedbf603a3a2cc01c5940245233470b87edbf623a3a70b81c5940245233470b87edbf613a3a10be1c5940518910658783edbf613a3a10be1c5940518910658783edbf613a3a10be1c5940518910658783edbf,2023-04-28 14:00:48,2023-04-29 13:33:59
